Golubtemplate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72
Z14978_at,9.592457037,6.64385619,7.794415866,6.64385619,9.463524373,10.46454575,9.142107057,9.603626345,9.649256178,8.527477006,9.283088353,8.977279923,6.64385619,9.342074668,9.036173613,7.658211483,6.64385619,6.64385619,8.573647187,9.792790294,8.06608919,10.14082977,9.975847968,8.781359714,7.515699838,7.754887502,9.751544059,6.64385619,7.569855608,6.64385619,6.64385619,9.843921051,10,8.577428828,9.654636029,8.876516947,10.31061278,9.113742166,6.64385619,10.51471405,8.573647187,10.2467406,8.290018847,6.64385619,9.47370575,6.64385619,9.527477006,6.64385619,9.129283017,7.918863237,9.636624621,9.658211483,9.413627929,9.912889336,6.64385619,8.375039431,6.64385619,6.64385619,8.761551232,6.820178962,10.37612539,7.348728154,9.955649908,10.13442632,10.67683861,10.51274046,9.978710459,7.46760555,9.445014846,9.487840034,9.609178738,6.64385619
Z86000_at,9.714245518,9.4325419,9.763212367,7.888743249,9.411510988,10.38370429,8.370687407,9.501837185,8.321928095,6.64385619,7.977279923,8.087462841,9.233619677,9.124121312,9.388017285,8.97441459,8.933690655,9.453270634,9.240791332,9.763212367,8.654636029,9.405141463,9.142107057,9.77478706,9.695228291,8.754887502,9.348728154,9.144658243,9.497851837,9.095397023,8.204571144,9.324180547,10.58025857,9.385862401,9.071462363,9.753216749,9.525520809,9.784634846,8.592457037,9.672425342,9.533329732,9.611024797,9.233619677,9.098032083,8.447083226,8.603626345,8.842350343,8.980139578,8.832890014,9.159871337,10.43671154,8.651051691,8.764871591,9.226412193,9.044394119,8.164906927,8.826548487,9.257387843,8.820178962,8.960001932,9.696967526,9.451211112,9.405141463,9.853309555,9.477758266,10.24911345,9.651051691,8.388017285,9.908392621,9.036173613,10.1176431,9.095397023
M27749_at,11.88493365,9.019590728,11.14465824,11.34374092,11.40939094,13.18084157,10.36413466,11.84077792,11.58167136,10.75655632,9.871905238,11.96253456,9.52160044,9.652844973,10.32418055,9.805743872,9.826548487,9.77807713,11.60408986,12.7412563,10.19352536,9.736401931,10.01820018,10.08347933,10.027906,10.19105921,9.693486957,9.419960178,10.54012804,9.964340868,10.66444728,10.29232163,9.647458426,9.939579214,9.890264277,9.754887502,9.99859043,11.89443885,10.53235593,9.5980525,10.45224124,11.32642949,9.915879379,8.73470962,9.2644426,10.54109662,10.70043972,9.45532722,11.45275603,11.92146906,11.00842862,8.903881846,10.51274046,12.53040634,9.403012024,9.743151394,10.4918531,10.60362634,10.34983409,10.62844554,12.22941969,10.06608919,10.37068741,10.3140167,9.887220615,9.667111542,9.881113961,9.794415866,9.315149562,10.54689446,10.59245704,10.20089861
M34516_at,6.64385619,6.64385619,8.339850003,12.53527538,9.4325419,9.636624621,8.672425342,10.91587938,7.491853096,9.599912842,8.54303182,12.84431346,7.599912842,9.824958741,10.6635581,9.851749041,7.62935662,11.00422047,8.28077077,11.51569984,11.28366717,10.67595703,12.05799172,8.252665432,13.35080109,11.91438513,11.942881,13.44682484,6.64385619,6.64385619,11.1221809,12.26238852,9.124121312,13.83298888,12.70951466,11.50034397,6.64385619,10.4429435,11.17492568,6.64385619,6.64385619,9.37721053,9.700439718,6.64385619,10.02236781,9.607330314,10.37177664,9.816983623,9.092757141,6.64385619,10.77725532,13.36194377,9.057991723,9.786269628,13.61217739,9.438791853,7.400879436,6.64385619,9.535275377,9.087462841,11.37340896,12.89765641,9.20701432,13.4472124,13.27204652,9.77148947,10.22761594,10.28771238,11.03479896,9.896332404,6.857980995,10.87421293
M34516_r_at,8.654636029,10.35314683,10.2467406,11.99081308,9.392317423,11.44604941,9.303780748,10.95346896,9.424166289,9.262094845,8.696967526,12.05392588,9.008428622,10.4604559,10.03204573,9.453270634,9.236014192,10.8587581,10.62388149,10.85953479,10.17242751,10.87805091,11.75363462,9.381542951,12.6022349,11.54158066,11.97548976,12.78033471,9.016808288,9.46760555,10.57459353,12.20884399,11.24436384,13.63492447,12.00842862,11.70908381,9.4325419,10.98655315,10.91139199,9.797661526,9.501837185,10.99223026,10.08480839,9.321928095,9.675957033,9.126704473,9.952741247,10.25620869,9.618385502,8.535275377,12.53308634,13.19537221,9.321928095,9.776433032,12.66444728,9.62388149,9.652844973,9.324180547,9.348728154,9.899356923,11.82575383,12.7300455,10.63843591,12.51224664,12.61079417,10.21916852,10.19967234,9.722807531,11.5464122,10.14210706,9.972979786,11.15355203
U88898_r_at,10.56128795,11.99223026,9.33315535,9.691743519,10.60177079,10.57459353,8.962896005,10.54303182,8.392317423,9.324180547,8.599912842,9.885696373,8.933690655,9.632995197,9.636624621,9.746514321,8.658211483,9.330916878,10.6635581,8.820178962,9.73978061,10.88798213,9.62935662,10.18982456,9.59058705,8.997179481,10.97871046,8.787902559,9.741466986,9.310612782,9.68474862,11.2485206,11.95637616,10.64655871,10.86495992,9.6794801,10.44397954,10.57080444,9.259743264,10.69609817,11.7652861,11.02513956,11.03066714,9.831307244,9.709083813,10.09407769,9.73978061,10.89935692,9.100662339,9.71596199,10.4429435,9.843921051,10.17990909,9.052568051,8.971543554,9.799281622,9.902375114,10.6329952,9.379378367,10.02097994,10.27844946,11.16239133,11.47876962,10.96217303,10.44811631,11.21067134,10.76238204,9.620219826,9.682994584,10.18982456,10.48381578,11.26912668
D32129_f_at,13.06002035,13.87026838,13.96578428,12.6103328,13.80362664,13.0225412,11.5526691,11.60362634,13.43045255,12.66954946,13.79146817,11.30777003,13.96578428,13.31684718,13.3894969,13.77468412,13.47535346,11.6188443,12.46836949,13.86079601,13.42337858,13.51828432,13.04524773,13.6329952,13.05409552,11.29863541,13.58108286,11.4655664,13.11406765,13.13987106,12.61562964,13.39446269,13.42061819,13.50643156,12.79725622,13.8317031,12.35672706,12.72685676,13.09209641,11.36249181,12.44759986,13.32965621,12.63979289,11.90876788,12.32727194,12.84784036,13.91391786,13.66200072,13.94104761,11.59991284,13.65306898,12.98317176,12.88436134,13.61643397,11.85759229,13.96578428,10.79928162,12.21916852,13.74336181,13.7432566,12.36986994,12.82674708,12.56843119,13.96578428,13.57955165,12.61539974,13.09077405,13.47459321,13.89453359,13.0454184,12.84803604,13.14656868
D38437_f_at,7.515699838,7.851749041,7.74819285,6.64385619,8.247927513,7.882643049,8.103287808,7.238404739,6.714245518,6.64385619,8.113742166,6.64385619,7.651051691,8.038918989,8.909893084,8.400879436,8.388017285,7.988684687,8.154818109,8.044394119,7.864186145,8.169925001,7.46760555,7.330916878,7.577428828,6.64385619,7.459431619,7.820178962,7.741466986,6.64385619,6.727920455,6.64385619,9.276124405,7.894817763,6.894817763,7.918863237,8.285402219,8.330916878,8.400879436,8.54303182,8.164906927,7.948367232,8.577428828,7.971543554,7.754887502,6.741466986,7.882643049,8.658211483,9.079484784,8.430452552,9.167418146,7.960001932,7,9.62935662,7.312882955,6.672425342,8.113742166,8.405141463,8.396604781,8.243173983,8.033423002,7.577428828,7.531381461,7.312882955,7.584962501,8.016808288,7.761551232,8.960001932,7.741466986,7.741466986,8.451211112,7.434628228
D38498_f_at,6.64385619,8.005624549,7.888743249,7.257387843,8.209453366,7.982993575,7.918863237,7.832890014,7.459431619,7.912889336,8.361943774,9.079484784,7.727920455,7.62935662,9.049848549,8.271463028,8.124121312,7.857980995,7.977279923,7.6794801,7.607330314,8.055282436,8.864186145,9.50779464,7.693486957,7.459431619,7.754887502,7.17990909,8.103287808,7.658211483,7.247927513,6.64385619,9.392317423,7.584962501,7.118941073,8.434628228,8.335390355,8.049848549,7.741466986,8.005624549,8.45532722,7.988684687,8.417852515,7.714245518,7.761551232,6.64385619,7.768184325,8.573647187,9.057991723,8.54689446,9.319672121,7.924812504,6.686500527,9.451211112,7,7.159871337,7.294620749,8.366322214,8.06608919,8.303780748,8.353146825,7.257387843,7.686500527,7.960001932,9.28077077,8.696967526,7.577428828,8.727920455,9.079484784,9.17990909,8.434628228,6.64385619
HG1515-HT1515_f_at,11.42731284,11.99116751,12.0454184,11.43983088,12.50183718,11.56605404,11.93700593,11.67551604,11.509775,12.48331195,11.84509796,11.63753055,11.80574387,11.67860014,12.80735492,12.95183109,11.9708249,11.43983088,11.24376903,10.84156435,11.91513245,12.05562137,12.15513445,12.11666886,11.66799854,11.91886324,10.88950396,11.21188829,11.5574637,11.68474862,11.90425828,11.77190208,10.46352437,11.34872815,11.46607646,12.03514275,11.91064273,11.94214792,11.56652978,11.71510401,11.90651484,11.43827206,12.86437963,12.10754403,12.60362634,11.85174904,11.57553925,12.27961058,12.53065018,12.21249639,13.16726132,11.59105477,12.09209641,13.34443462,12.31967212,11.63979289,12.11048331,12.57459353,12.23302043,11.63254088,11.56462586,12.46658634,11.68562484,11.84901407,12.18827975,11.97118427,12.54448152,12.28193003,12.38559281,11.82296909,12.16710448,12.18580462
HG2915-HT3059_f_at,12.55602699,12.56938096,13.20258301,12.65060302,12.81718354,11.80493767,11.25148241,11.60501645,12.35204343,12.39901083,12.66466949,11.1401907,13.62182295,12.60385812,12.97620609,13.60744591,13.96578428,11.83051521,11.93626986,13.41362793,11.9794252,12.54182262,12.17617315,13.32263236,11.93737382,11.21067134,12.37612539,10.87113518,12.35782688,12.05154884,11.94397991,12.49810124,12.10033382,12.13442632,12.87862573,13.04388171,11.72494012,12.3586512,11.50729912,11.69435789,11.7652861,12.55434902,12.27786855,11.09209641,11.67860014,12.26209485,13.26238852,12.41811614,13.53101587,11.64295422,12.17710804,12.34900472,12.215533,13.61712305,8.77478706,12.01889562,10.60362634,11.80332392,12.71488943,12.94269776,10.69087101,12.24881706,11.4918531,13.84107288,13.17648485,11.8273427,13.00457162,12.56009396,13.34831321,11.76777065,13.08928495,12.95000904
HG2917-HT3061_f_at,12.80554236,12.7619667,13.41587378,12.63685116,13.16144685,11.9465408,11.28655776,11.69130733,12.42127591,12.37991982,12.8077574,11.40886044,13.60478486,12.83308774,13.02513956,13.62365291,13.96578428,11.98690862,12.23631323,13.36686859,12.0721326,12.56534013,12.34679072,13.35356038,11.82017896,11.35700209,12.46403515,10.97226185,12.38559281,12.31854281,12.06305796,12.65865779,12.42101286,11.85564717,12.89784546,12.86205613,11.67727919,12.4767462,11.86069903,11.62479546,12.01889562,12.46301341,12.11829223,11.22761594,11.70908381,12.13538865,13.44268437,12.40301202,13.57270023,11.81977993,12.45891921,12.20609861,12.38694025,13.747144,9.057991723,11.9162527,10.48179943,11.64250303,12.6635581,12.86997933,11.28250931,12.48934624,11.66311331,13.63458419,13.35837648,11.39231742,12.98744167,12.23511671,13.32206898,11.78953364,13.0261776,13.18735207
HG3527-HT3721_f_at,9.802516365,11.25797706,11.00211178,10.2632692,10.14210706,10.80251637,9.285402219,9.968666793,10.14338321,10.01959073,9.802516365,9.390168956,11.08679969,10.16867212,11.11309098,10.64385619,10.52258153,10.666224,10.00842862,10.22520744,10.78626963,10.26561505,11.06204614,8.933690655,10.36084708,10.17866485,10.16616308,9.651051691,10.73724734,10.72109919,9.603626345,10.63481105,11.26033152,10.25620869,10.20823436,10.48582931,10.98156728,11.35259523,9.851749041,10.82972274,11.12023788,11.20028561,11.26150731,10.30606169,11.21492619,10.8494051,10.34540525,10.65553072,10.22158712,10.70822173,10.67330908,10.26678654,9.689997971,10.35314683,6.64385619,9.385862401,10.74062404,10.47370575,11.23541594,10.66711154,11.06474276,9.926295995,11.24019505,10.44501485,10.00842862,10.38262403,10.00422047,10.27146303,10.67683861,11.05596023,10.97799537,11.28308835
HG4490-HT4876_f_at,9.813781191,9.964340868,8.599912842,8.727920455,8.717676423,9.68474862,7.794415866,9.625708843,8.388017285,7.417852515,8.033423002,8.826548487,9.214319121,8.933690655,8.434628228,8.710806434,7.531381461,7.977279923,9.209453366,8.124121312,6.64385619,10.09934781,10.20457114,9.548821908,7.577428828,7.948367232,8.703903573,6.64385619,6.64385619,8.535275377,7.348728154,8.689997971,9.192292814,8.252665432,10.02928723,8.607330314,10.15608308,10.57553925,8.668884984,10.22158712,10.42940674,10.80654962,9.118941073,8.016808288,8.46760555,9.257387843,7.807354922,7.768184325,8.962896005,9.121533517,9.084808388,8.370687407,8.409390936,8.768184325,7.011227255,9.850186838,10.1176431,9.73809226,9.044394119,8.434628228,8.654636029,9.873444113,9.342074668,10.63843591,9.25502857,9.820178962,9.915879379,9.197216693,8.807354922,8.982993575,10.70043972,10.56795608
J00212_f_at,9.252665432,8.46760555,7.74819285,7.900866808,8.317412614,9.25502857,7.930737338,8.330916878,7.813781191,7.768184325,7.098032083,7.965784285,8.28077077,8.038918989,8.247927513,8.038918989,7.936637939,8.14974712,8.640244936,7.14974712,7.266786541,9.027905997,8.820178962,8.686500527,7.6794801,7.569855608,8.912889336,8.164906927,8.689997971,8.758223215,6.672425342,8.820178962,9.344295908,8.243173983,8.625708843,8.087462841,9.076815597,8.569855608,7.768184325,8.577428828,8.758223215,8.86727874,9.038918989,8.204571144,8.714245518,7.977279923,7.409390936,8.487840034,7.700439718,8.184875343,9.54689446,8.076815597,7.50779464,7.707359132,7.741466986,7.894817763,8.523561956,8.562242424,7.62935662,8.204571144,9.539158811,8.797661526,8.276124405,8.717676423,8.654636029,8.169925001,8.550746785,6.64385619,8.807354922,8.696967526,9.187352073,9.453270634
J03071_cds3_f_at,6.64385619,6.64385619,7.118941073,7.665335917,8.055282436,7.761551232,7.918863237,6.64385619,6.64385619,6.64385619,7.562242424,8.388017285,7.845490051,8.118941073,8.174925683,7.312882955,7.312882955,6.64385619,6.977279923,7.64385619,7.46760555,8,8.252665432,7.948367232,6.64385619,7.033423002,7.851749041,6.64385619,7.523561956,8.016808288,7.285402219,8.438791853,9.459431619,8.252665432,8.060695932,7.459431619,7.022367813,7.754887502,7.6794801,7.055282436,8.54689446,6.64385619,8.54689446,6.64385619,7.339850003,6.807354922,7.665335917,6.64385619,7.159871337,8.082149041,8.839203788,6.64385619,7.62935662,6.64385619,6.64385619,6.64385619,6.942514505,8.636624621,7.375039431,7.672425342,7.77478706,8.392317423,7.707359132,7.21916852,6.64385619,7.491853096,7.781359714,7.022367813,8.290018847,7.523561956,8.312882955,7.936637939
K02405_f_at,10.62662165,12.06305796,10.25266543,9.753216749,9.970105891,10.30720081,10.03754695,11.16427844,11.36850646,10.25148241,11.67375074,9.881113961,11.1792871,11.58072965,10.95782756,10.94251451,9.68474862,8.665335917,10.20945337,11.8837888,8.22881869,9.596189756,8.95419631,12.67220432,9.06608919,8.22881869,10.63026713,9.296916207,10.97226185,9.964340868,9.63481105,11.98263713,10.39231742,11.50630758,11.41468524,9.592457037,7.700439718,10.43358544,9.211888295,8.479780264,9.13442632,10.26678654,9.184875343,7.942514505,7.882643049,10.14593215,11.61194694,8.924812504,10.95128471,9.162391329,9.753216749,12.30063855,11.31458324,12.30263892,9.461479447,10.4604559,7.622051819,9.353146825,10.40301202,10.10197567,9.560332834,9.231221181,10.25384748,11.14082977,10.3376219,10.04165915,10.51175265,9.62388149,10.83841608,10.86573327,11.0721326,11.10525378
K03189_f_at,8.022367813,9.921840937,8.442943496,9.299208018,9.710806434,9.64385619,9.37721053,8.672425342,9.807354922,9.209453366,9.299208018,9.471675214,9.409390936,8.625708843,9.116343961,9.914385132,8.787902559,9.290018847,8.985841937,8.599912842,9.14974712,10.30833903,10.62753388,10.92555444,9.977279923,8.77478706,6.64385619,7.276124405,8.558420713,9.586839788,9.194756854,10.31514956,9.799281622,8.781359714,10.33985,9.497851837,8.768184325,9.980139578,9.625708843,9.927777962,9.419960178,10.05120894,10.23959853,9.743151394,9.301496195,9.620219826,8.77148947,9.184875343,8.960001932,10.42626475,10.62570884,9.355351096,6.64385619,8.055282436,6.64385619,9.202123824,8.348728154,8.791162889,9.204571144,9.45532722,9.259743264,10.30263892,10.03066714,11.20151134,9.381542951,9.324180547,10.39553414,8.977279923,10.84627391,10.28424575,10.32642949,10.43671154
L00389_f_at,8.754887502,8.247927513,9.224001674,6.87036472,7.442943496,10.54882191,7.523561956,7.21916852,9.686500527,7.942514505,9.306061689,7.882643049,8.810571635,8.214319121,7.832890014,9.172427509,7.50779464,9.97441459,8.839203788,9.157346935,8.098032083,9.552669098,8.988684687,8.836050355,8.997179481,9.269126679,11.15924065,8.839203788,9.579315938,7.055282436,6.64385619,8.942514505,7.475733431,6.64385619,7.17990909,8.299208018,9.550746785,6.64385619,6.700439718,7.826548487,10.08613623,8.499845887,9.084808388,8.144658243,7.768184325,8.14974712,6.64385619,7.584962501,7.285402219,9.216745858,8.854868383,9.189824559,8.194756854,8.169925001,7.044394119,9.105908509,8.357552005,6.64385619,8.980139578,8.06608919,11.29462075,6.64385619,7.741466986,8.960001932,8.962896005,9.398743692,8.744833837,6.64385619,7.864186145,8.924812504,8.87958325,9.21916852
L02326_f_at,11.11504365,9.047123912,10.51175265,11.73470962,10.76404222,11.07748336,9.724513853,10.81938079,10.94690627,9.83447105,9.982993575,10.84705735,9.194756854,10.06877828,10.46658634,9.259743264,9.394462695,8.640244936,11.15734694,11.10066234,8.54303182,10.18363538,10.71853288,9.675957033,10.40514146,10.41890673,10.30720081,10.10197567,9.618385502,9.556506055,9.674192268,10.22158712,10.91811785,11.53964351,9.4325419,9.896332404,9.675957033,11.21735191,10.6926155,9.631177056,9.995767151,11.07881795,9.59058705,8.357552005,9.618385502,9.64385619,10.44914865,8.479780264,10.73216743,10.70563239,10.02652344,10.96506276,10.033423,12.00105627,9.005624549,10.1959873,9.939579214,10.48179943,10.15101654,10.65015421,11.29232163,10.74399286,10.07280253,10.92629599,11.20273604,9.756556323,10.10066234,9.642051693,9.055282436,9.594324604,10.03204573,9.638435914
L05188_f_at,8.810571635,8.103287808,7.033423002,7.888743249,7.8008999,8.22881869,7.169925001,8.539158811,7.294620749,7.794415866,7.523561956,7.06608919,8.566054038,8.027905997,7.451211112,8.54303182,6.965784285,7.948367232,8.405141463,8.224001674,7.960001932,8.434628228,7.948367232,8.62935662,8.77478706,8.348728154,7.14974712,8.103287808,7.17990909,8.754887502,6.820178962,8.658211483,8.912889336,8.357552005,7.577428828,7.95419631,8.64385619,8.303780748,7.636624621,8.758223215,8.971543554,7.948367232,8.581200582,6.906890596,8.06608919,7.686500527,7.62935662,8.087462841,6.64385619,8.14974712,8.658211483,7.055282436,8.027905997,8.005624549,7.592457037,7.285402219,8.447083226,7.451211112,7.857980995,8.550746785,8.682994584,8.252665432,8.17990909,8.584962501,8.632995197,7.876516947,8.607330314,7.707359132,7.700439718,8.199672345,8.550746785,8.636624621
L18877_f_at,9.038918989,7.727920455,6.686500527,7.6794801,8.252665432,9.159871337,6.64385619,7.562242424,6.942514505,6.930737338,6.64385619,6.64385619,7.599912842,8.353146825,6.857980995,7.54689446,7.569855608,8.113742166,8.991521846,7.426264755,7.348728154,8.487840034,7.960001932,7.982993575,7.77478706,7.076815597,8.826548487,6.64385619,6.918863237,8.294620749,7.74819285,7.994353437,8.864186145,8.199672345,8.562242424,6.857980995,8.335390355,7.888743249,7.098032083,8.159871337,6.64385619,8.209453366,8.224001674,7.294620749,7.599912842,7.531381461,7.721099189,7.807354922,6.794415866,8.049848549,8.888743249,7.366322214,7.894817763,7.918863237,7.339850003,7.741466986,7.851749041,8.535275377,7.714245518,7.988684687,8.459431619,8.344295908,8.731319031,7.924812504,7.761551232,8.62935662,7.918863237,6.64385619,6.700439718,7.409390936,8.417852515,8.044394119
L42583_f_at,9.37286506,9.121533517,8.396604781,8.707359132,8.658211483,8.997179481,8.238404739,8.144658243,8.366322214,8.383704292,7.707359132,7.339850003,8.535275377,8.636624621,8.247927513,9.197216693,8.257387843,8.717676423,8.523561956,8.592457037,8.400879436,9.736401931,9.11113567,9.342074668,8.375039431,9.022367813,9.285402219,7.607330314,8.636624621,8.741466986,8.257387843,8.668884984,8.960001932,8.939579214,9.068778278,8.77478706,8.483815777,8.97441459,8.22881869,8.383704292,8.499845887,9.337621902,9.577428828,8.471675214,9.071462363,8.022367813,8.519636253,8.816983623,8.632995197,8.84862294,9.447083226,8.224001674,8.596189756,9.06608919,7.599912842,8.636624621,8.422064766,9.596189756,9.202123824,8.77807713,7.888743249,9.385862401,8.714245518,8.475733431,9.485829309,9.103287808,9.686500527,8.426264755,8.857980995,8.97441459,9.471675214,9.154818109
L42601_f_at,9.368506462,8.523561956,8.290018847,8.810571635,8.317412614,8.912889336,8.294620749,8.434628228,9.113742166,8.614709844,7.977279923,8.060695932,8.618385502,8.842350343,8.682994584,9.370687407,8.927777962,9.68474862,8.430452552,8.366322214,8.661778098,10.07012094,8.6794801,9.11113567,8.54689446,8.588714636,7.912889336,7.982993575,8.927777962,9.041659152,8.108524457,8.566054038,9.45532722,8.400879436,8.754887502,9.016808288,8.87036472,8.74819285,8.909893084,8.326429487,8.603626345,9.06608919,9.036173613,8.199672345,9.479780264,9.01402047,8.888743249,8.434628228,8.442943496,8.523561956,9.562242424,7.741466986,8.294620749,9.400879436,7.392317423,8.717676423,8.618385502,9.668884984,9.447083226,8.487840034,9.221587121,9.008428622,9.011227255,9.64385619,9.194756854,8.388017285,9.964340868,8.826548487,9.503825738,8.6794801,9.098032083,9.357552005
L42611_f_at,9.932214752,10.19475685,9.169925001,9.622051819,10.57553925,10.90011206,8.033423002,9.139551352,9.539158811,9.54689446,9.987264012,8.888743249,9.499845887,9.632995197,9.700439718,9.640244936,9.459431619,9.766528909,10.27146303,9.84862294,9.417852515,10.51274046,9.853309555,10.27262978,10.16113188,9.103287808,10.54978467,9.01402047,9.8008999,9.622051819,9.019590728,10.92629599,11.13378441,9.577428828,10.34318572,9.818582177,10.32530546,10.68035952,8.885696373,10.00982862,10.3586512,9.493855449,10.90914305,9.729620744,9.864186145,9.729620744,9.560332834,9.964340868,9.581200582,9.955649908,10.05663772,8.523561956,9.792790294,10.39446269,9.285402219,8.62935662,9.782998209,9.731319031,10.57648435,9.77148947,10.42311591,10.83051521,10.70649602,10.36632221,10.46964182,9.350939182,10.48884435,9.417852515,10.12153352,9.21916852,10.63026713,10.97584797
L76568_xpt3_f_at,6.64385619,9.515699838,6.820178962,6.87036472,7.330916878,7.820178962,9.403012024,7.918863237,8.005624549,9.105908509,8.982993575,7.54689446,9.552669098,10.05120894,8.948367232,9.719388821,6.942514505,7.21916852,6.64385619,6.64385619,9.792790294,7.539158811,8.154818109,8.842350343,10.10197567,9.226412193,7.50779464,9.008428622,7.523561956,9.103287808,8.383704292,8.607330314,7.21916852,6.64385619,9.949826711,8.011227255,8.754887502,8.64385619,8.027905997,6.64385619,7.924812504,9.030667136,9.927777962,9.296916207,8.618385502,8.558420713,9.214319121,9.445014846,9.945443836,6.700439718,10.76404222,8.696967526,6.64385619,9.627533884,10.33873638,6.64385619,8.438791853,10.9248125,6.700439718,9.707359132,6.64385619,10.15355203,8.098032083,8.754887502,8.724513853,7.918863237,9.497851837,10.56795608,9.036173613,6.64385619,9.948367232,6.700439718
M33600_f_at,13.27102525,13.80443357,11.99964774,12.64588355,13.52441928,12.46505617,12.48053778,13.03823313,13.29232163,12.34512799,13.3379006,11.942881,13.39379264,13.25738784,12.81898154,13.31642297,11.63617144,11.43097517,12.93866071,13.44359111,11.64430696,11.80735492,10.47573343,13.78657594,12.38397423,10.1711768,13.72109919,11.53040634,12.95474158,13.29160241,11.57790084,13.96578428,12.64880695,13.1234748,13.72462043,11.69653291,9.108524457,11.78504371,12.04984855,10.46862404,11.65105169,12.22158712,9.618385502,9.710806434,7.882643049,12.18797059,13.96578428,10.6794801,13.09325249,11.71853288,12.1049263,13.84411727,13.19491072,13.62502386,10.62113611,12.60987129,7.754887502,12.12444446,11.68693817,13.16317792,11.30092449,11.80170836,12.68562484,13.66066448,12.15955603,8.247927513,13.23810614,11.40141288,13.68562484,13.05545192,13.36166968,13.01052811
M37755_f_at,9.932214752,9.766528909,8.238404739,8.647458426,9.828136484,9.45532722,8.495855027,9.019590728,6.64385619,6.64385619,8.816983623,8.77148947,8.864186145,9.144658243,8.321928095,8.614709844,9.167418146,9.194756854,9.529430554,9.092757141,8.092757141,10.03891899,9.09011242,9.243173983,9.63481105,9.192292814,9.95419631,8.658211483,9.46760555,9.440869168,8.658211483,10.1959873,10.62113611,9.324180547,9.821773982,9.453270634,9.908392621,9.77807713,9.105908509,9.47370575,9.693486957,9.943979914,9.721099189,8.761551232,9.864186145,8.927777962,8.861086906,9.350939182,8.651051691,9.461479447,10.03617361,8.936637939,9.027905997,9.25502857,8.618385502,9.319672121,9.667111542,9.63481105,9.266786541,9.463524373,10.12928302,10.06204614,9.703903573,9.541096615,9.612868497,9.8008999,9.461479447,8.379378367,9.649256178,9.381542951,9.799281622,10.00140819
M60750_f_at,13.96578428,8.400879436,9.64385619,9.350939182,11.47218312,9.826548487,9.665335917,8.577428828,10.59712143,12.68035952,13.13217838,11.69870467,9.915879379,9.62388149,10.08746284,9.01402047,8.924812504,7.87036472,8.764871591,9.415741768,8.839203788,9.169925001,9.172427509,9.562242424,8.290018847,9.269126679,9.603626345,6.64385619,11.46199095,9.83447105,7.948367232,8.906890596,7.754887502,7.839203788,10.20945337,10.88187871,9.818582177,10.18115226,9.447083226,6.64385619,9.964340868,8.266786541,9.159871337,9.918863237,8.781359714,10.51175265,9.787902559,8.379378367,9.019590728,9.601770788,11.7984718,9.214319121,8.027905997,9.859534786,9.499845887,8.693486957,9.074141463,11.00140819,11.29863541,9.799281622,9.06608919,9.804131021,8.055282436,9.315149562,8.74819285,9.981567282,9.315149562,8.459431619,9.945443836,8.290018847,10.13057056,9.383704292
M90356_f_at,6.64385619,7.022367813,8.396604781,8.727920455,9.321928095,6.857980995,8.654636029,7.531381461,6.794415866,8.098032083,7.936637939,8.503825738,8.330916878,8.751544059,9.306061689,9.668884984,8.487840034,6.95419631,6.64385619,6.64385619,8.603626345,7.426264755,8.405141463,7.686500527,8.625708843,8.103287808,6.64385619,8.357552005,7.554588852,7.8008999,9,7.906890596,7.622051819,8.299208018,7.459431619,7.754887502,7.392317423,8.491853096,8.936637939,6.64385619,8.113742166,6.64385619,8.957102042,8.971543554,8.77148947,8.361943774,8.873444113,8.184875343,9.005624549,8.832890014,9.136991112,8.027905997,9.057991723,9.674192268,10.14593215,7.139551352,8.84862294,8.554588852,8.129283017,7.74819285,7.851749041,8.479780264,8.108524457,7.247927513,8.044394119,8.118941073,8.665335917,8.915879379,8.696967526,7.64385619,8.73470962,8.417852515
U10690_f_at,8.948367232,7.531381461,8.233619677,7.820178962,7.73470962,8.839203788,7.888743249,7.189824559,6.64385619,6.64385619,6.64385619,6.894817763,7.033423002,7.965784285,8.262094845,7.87036472,7.209453366,7.599912842,8.703903573,6.64385619,6.64385619,8.816983623,8.361943774,6.64385619,7.554588852,7.658211483,8.957102042,7.554588852,8.882643049,7.820178962,6.64385619,8.405141463,9.074141463,7.515699838,7.942514505,8.622051819,8.581200582,7.8008999,7.118941073,7.622051819,8.581200582,9.038918989,8.794415866,7.651051691,7.584962501,7.700439718,7.523561956,8.73470962,6.845490051,7.700439718,9.933690655,8.06608919,7.118941073,8.422064766,8.214319121,8.21916852,7.6794801,8.118941073,8.214319121,8.071462363,9.221587121,8.14974712,8.108524457,6.64385619,8.118941073,9.319672121,8.487840034,6.64385619,8.22881869,7.426264755,8.813781191,8.6794801
