Genes,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62
Hsa1.1373,7.134431289,6.564070797,8.786242748,8.131894291,6.059639277,6.813226759,7.289705086,7.600933211,4.889677645,4.244629307,5.197302315,4.436198385,7.722474839,8.352395182,7.448984852,7.79656824,6.085134035,6.271101518,6.181740583,5.478293393,6.542742329,5.961025791,5.622184106,6.070915561,6.641445807,5.484642315,5.70529125,5.755008153,5.543650538,5.881123831,5.666183907,4.97040096,5.612932687,5.045613478,5.680387883,5.391802083,6.532472817,5.587306913,6.797487911,6.275556824,6.560816015,6.489273072,5.465152962,5.207691372,5.864701372,5.69570202,5.323125965,6.070915561,6.280603162,6.968185536,6.519354712,6.764375094,5.894231024,6.45049557,5.908007089,5.384356242,6.38091765,5.908007089,7.45804008,6.100886114,7.108905483,5.890729097
Hsa.3461,5.851563681,5.908007089,7.298780982,6.100886114,6.108989767,5.587306913,6.478760488,5.908007089,6.525750642,5.778454477,7.401310335,6.228924174,5.81478194,5.91671163,4.295959963,5.787241181,7.668464132,6.7515419,6.16581471,6.300988681,5.593011535,5.764601963,6.900695442,6.910461884,5.347597081,5.923436758,5.769063593,5.783182027,5.963776145,6.081180165,5.472398675,6.346033255,5.622184106,5.957102042,5.217399596,5.086778288,6.16581471,5.279716908,4.986396254,6.260644904,5.833412458,6.04882258,5.522808037,5.997430822,4.583924706,5.890729097,4.762563145,4.986396254,5.963776145,4.711459381,4.003573222,6.395599088,5.571001471,5.10020451,5.941837078,5.923436758,6.025668272,6.898411223,5.484642315,5.288042952,5.49875529,5.516218535
Hsa.29940,7.097344032,6.358856764,6.66082173,6.613208432,7.163795736,7.04311727,7.344030972,7.465584836,7.104723865,6.414501116,8.127393645,6.464046354,6.793509967,6.063471629,6.570470276,6.141309504,7.15049744,7.141592982,7.398829182,7.311607704,6.609240709,6.455576465,6.012709234,6.063471629,6.737337855,7.495963312,7.429027364,6.785286871,7.497428229,7.003787189,6.623182948,7.467175596,6.808343527,6.575370893,7.356566981,6.150716893,7.804297593,6.378950652,6.181740583,7.113370818,6.280603162,7.108905483,6.88033597,6.959227951,6.515336131,7.381072605,6.714074866,6.45049557,6.937576003,7.058274594,7.282592255,6.79132046,7.168615511,6.764375094,6.586585589,7.35237667,7.136285008,7.811117763,6.730469042,7.021708963,6.66082173,6.564070797
sa.19001,6.348271262,7.569140207,6.772551904,6.948122271,8.724144138,7.063920393,8.271060089,7.492972173,4.436198385,8.61302124,8.15793853,6.283566358,8.386062732,7.47478143,7.134431289,6.916176116,7.130836236,7.1962047,6.042153594,8.379815037,7.720450591,7.919272795,6.5819076,7.764841635,7.570792199,8.961841275,8.949945287,8.103694752,8.61302124,7.722474839,7.674905265,7.751258969,7.445335305,7.819681573,6.916176116,8.113457362,8.708504327,8.623155802,7.194358124,7.403528873,7.686172913,7.657162832,8.107368118,7.70162954,7.980980713,8.352395182,8.346159825,8.667398873,8.261975841,7.030028091,7.51606981,8.313852914,7.350531466,7.579600616,7.47478143,8.027254131,7.27584815,7.737627889,7.381072605,8.35955546,8.194081649,7.176279335
Hsa.13072,7.259652158,6.941475527,7.322188396,7.59903698,6.114605475,6.613208432,6.877940126,6.948122271,6.849977071,6.652634522,5.881123831,6.464046354,6.617203199,6.493230497,6.730469042,6.68979738,5.133909501,5.734123946,6.537453893,5.4519768,6.709657507,6.556572802,5.855688354,6.134615112,7.120548937,6.806003841,6.510701647,6.860656485,7.003787189,6.39340845,7.005577467,6.094348461,6.008764745,6.422029489,7.202559909,6.586585589,7.472669879,7.04311727,6.954485271,6.468851299,7.227328688,6.530057649,6.111711186,5.716893567,6.732558067,5.938289587,6.309319383,6.527640954,6.552212935,6.283566358,7.304630268,6.519354712,6.063471629,7.183569754,6.370577735,6.468851299,7.213279856,7.10297639,6.328356432,6.699320569,6.203106409,6.412235195
Hsa.2742,6.311811293,6.094348461,6.872203213,6.498860785,6.687306819,7.506774011,6.594009095,6.648349463,5.778454477,7.483794978,7.409035009,6.073630225,7.046671652,7.075658564,6.854271199,6.306476286,6.226107601,6.566248038,5.885668824,7.327599001,6.774181294,7.145241912,7.084647251,6.052676724,6.550153452,6.554618557,6.208767702,6.434838039,6.637272273,6.417052156,6.523921068,6.594009095,6.716309466,5.672302146,5.764601963,5.787241181,6.803899872,6.184955304,6.937576003,6.821358418,6.390715386,6.747723058,6.747723058,6.560816015,7.020155537,6.566248038,7.005577467,7.168615511,7.293339629,6.707604051,7.026327102,5.877289082,6.849977071,6.882570085,7.227328688,6.886605212,6.491170369,6.067286887,7.003787189,7.356566981,6.579999558,6.868342655
Hsa.21562,8.012906536,7.686172913,5.443756354,5.472398675,7.485682611,6.535132367,7.262749571,6.568453872,7.018070924,7.384352064,8.64400336,6.238472542,8.783318291,7.016287106,7.581358537,7.508565389,8.319854913,7.176279335,7.25494783,7.056753074,8.885192528,7.689449095,8.338533683,7.795329577,7.678533127,8.234382491,8.628439072,8.123058374,8.509620506,8.675193895,7.172262961,6.964812232,6.868342655,6.900695442,8.048079,6.725936813,8.025278903,7.604266258,5.91671163,4.986396254,4.986396254,4.804751402,5.458341782,7.561132706,7.382610082,7.040745753,6.681456067,7.465584836,4.762563145,5.685790979,6.325762425,4.804751402,4.641229025,4.095897204,6.517539862,4.736753246,5.627748028,4.986396254,7.198657321,5.898695973,5.846849146,4.804751402
Hsa.2486,4.641229025,6.254827473,7.574918193,6.184955304,6.617203199,5.543650538,6.44066291,5.559649696,4.804751402,7.445335305,6.936005256,6.168285525,6.596211402,6.088321496,6.0226327,6.196369712,5.805304939,6.515336131,5.006283544,6.673100449,5.331465986,6.770650041,6.283566358,6.052676724,6.512884435,5.680387883,6.987597767,5.612932687,6.510701647,6.485564463,6.160089368,6.491170369,5.881123831,6.461743472,5.828032037,6.168285525,6.480940003,6.300988681,6.564070797,6.217155652,6.081180165,5.36873456,6.770650041,6.658501744,7.188861591,6.600464482,6.846103016,7.668464132,7.505072637,6.131568243,6.378950652,5.945632621,5.805304939,6.501220819,6.894937038,6.709657507,7.128922298,5.020275642,5.661828657,6.896847996,6.785286871,6.745981115
Hsa.121,7.443083907,8.331489102,7.163795736,7.814543188,7.618155752,6.228924174,7.07403094,4.472665949,9.116165762,6.873892559,6.537453893,6.692114879,7.664153629,6.670592293,6.906642369,8.415351282,5.261488352,5.980777153,7.545667012,5.923436758,8.794176865,7.038819892,6.635234811,6.04882258,6.45049557,8.253288609,7.7866069,7.853623468,7.865337165,7.812859434,6.943136777,6.764375094,7.077246445,6.828521438,8.229084711,8.298095836,7.88249613,7.966365899,7.922980442,7.921474339,8.908122856,6.621182208,7.363633166,6.926194592,7.056753074,7.15049744,8.232627492,7.494425934,7.707433725,7.871238544,8.304468353,8.012906536,8.394975703,7.884410825,7.266398164,7.648168516,8.362090172,8.754036199,8.489976761,7.841886911,8.294176786,7.595513767
Hsa.43405,5.894231024,6.550153452,5.795710818,6.289557848,6.156766513,7.800240279,5.415313795,8.123058374,6.882570085,7.45804008,7.20444651,7.489081392,5.045613478,7.014457884,6.982007283,6.323218962,6.188271376,6.920391277,6.222967806,7.758111432,5.10020451,5.851563681,8.103694752,7.32544909,6.756046191,6.012709234,5.810069885,5.823400115,5.407396613,4.295959963,8.19210824,6.870515863,7.020155537,6.358856764,6.422029489,7.026327102,5.952698042,7.122375477,7.398829182,6.898411223,6.854271199,5.838345923,7.384352064,5.927613587,5.554395753,5.645330708,5.522808037,6.131568243,5.347597081,8.204113574,6.190535212,7.251549602,7.035114805,7.176279335,6.114605475,6.834338514,7.178194169,6.625046548,6.627089023,6.138484862,4.472665949,7.711181803
Hsa.41231,6.658501744,5.977309471,6.199387387,5.948838193,6.348271262,6.673100449,5.769063593,5.640272929,6.847869647,6.341113459,6.554618557,5.851563681,6.927928942,6.025668272,6.265692168,6.211662255,6.85221838,6.485564463,6.768538657,7.048583551,5.908007089,5.941837078,7.572669669,6.737337855,6.111711186,5.17624555,5.323125965,5.40030654,5.800077415,5.640272929,5.791116664,6.118378483,6.105776742,5.908007089,5.465152962,6.525750642,6.320240085,6.530057649,6.199387387,5.691160403,5.384356242,6.681456067,5.676539501,5.938289587,5.217399596,6.199387387,6.105776742,5.927613587,5.730547928,5.360890968,6.933723013,6.480940003,6.437283591,6.211662255,6.156766513,5.927613587,6.870515863,5.491315217,5.800077415,3.757849138,5.838345923,5.791116664
Hsa.716,6.045511317,6.016466845,5.111697726,4.90814659,6.795738045,7.605607359,5.963776145,7.09319348,6.591419795,6.884487636,6.45958762,6.375846621,6.403465652,6.390715386,6.174716324,6.920391277,7.163795736,7.168615511,6.725936813,7.241374292,6.103304731,5.923436758,7.268028042,7.153597793,6.566248038,5.931183581,5.764601963,6.196369712,5.305611673,5.207691372,5.407396613,6.422029489,6.150716893,6.670592293,5.510727166,6.824728852,5.020275642,6.813226759,7.256560253,6.480940003,5.331465986,6.945026534,5.207691372,6.611015275,6.254827473,6.69363983,6.650349969,5.340378492,5.838345923,6.370577735,5.890729097,6.939871117,6.370577735,7.153597793,5.111697726,6.596211402,6.407056646,5.645330708,6.670592293,5.580665836,6.558709544,6.725936813
Hsa.3141,7.06835703,6.535132367,7.00212176,6.562436937,5.252665432,6.510701647,7.443083907,6.709657507,7.570792199,6.114605475,7.384352064,6.679532313,6.265692168,6.289557848,6.150716893,5.651107259,6.236180888,6.081180165,7.071983016,6.908570822,7.308471152,6.572650112,5.755008153,6.035439446,6.508293181,7.318493245,6.766270279,6.5819076,7.091024116,7.452277116,6.629370723,7.268028042,7.134431289,6.220136447,6.840140352,6.801744859,7.35237667,7.00212176,5.846849146,6.793509967,6.280603162,6.035439446,6.118378483,7.529053914,6.128727772,7.282592255,6.343714417,6.085134035,6.756046191,6.042153594,5.91671163,6.568453872,6.059639277,5.529407883,6.741627905,5.133909501,5.734123946,7.220428259,5.472398675,6.163209785,6.747723058,6.252293076
Hsa.2391,6.434838039,5.935018629,7.181798281,6.822989129,6.498860785,7.056753074,6.317800626,6.747723058,5.504564012,7.040745753,6.952305381,6.448029688,6.350953435,6.445231164,6.498860785,6.147828587,5.40030654,5.10020451,5.465152962,6.888949418,6.437283591,6.978203012,6.323218962,6.560816015,6.160089368,6.519354712,6.275556824,5.842585552,6.643770091,6.156766513,6.073630225,6.128727772,6.483514155,5.810069885,5.606045755,5.672302146,7.161964053,5.970141154,6.670592293,5.443756354,5.755008153,6.38364577,4.663858766,6.004490519,6.61953134,5.060131084,5.634757193,7.071983016,7.016287106,6.758418814,6.787076843,5.571001471,6.134615112,6.629370723,5.902976051,5.407396613,6.300988681,5.270788136,5.571001471,6.606836205,5.640272929,6.66364303
Hsa.11240,7.156161386,6.936005256,7.545667012,6.808343527,6.091228913,6.709657507,7.506774011,6.817210623,7.756684365,6.650349969,6.067286887,6.275556824,5.612932687,5.645330708,6.395599088,7.138387419,5.279716908,5.927613587,7.028187697,6.373084048,6.370577735,6.100886114,6.035439446,6.032047505,7.198657321,7.071983016,6.654358849,6.532472817,8.236747971,7.061716978,7.45804008,6.100886114,6.114605475,6.705619011,6.39340845,5.846849146,9.059884329,6.876005922,6.350953435,6.103304731,6.819219043,5.575746612,7.04311727,6.898411223,6.493230497,5.700641073,6.870515863,6.987597767,6.038890677,5.575746612,6.320240085,5.18831924,6.699320569,6.797487911,6.144924623,6.241037465,8.324062199,7.684273544,5.855688354,6.045511317,6.184955304,6.333634365
Hsa.21939,6.457582113,6.370577735,6.594009095,6.338651569,6.846103016,6.964812232,7.236301267,7.884410825,5.651107259,7.469035179,7.344030972,7.113370818,6.545136372,6.778935558,7.657162832,5.716893567,5.923436758,5.10020451,6.358856764,6.510701647,7.316920884,7.602241488,6.99838661,8.486009091,4.736753246,7.42323115,7.436426776,6.849977071,7.280936863,7.938030574,7.134431289,6.723844775,7.42135498,6.419517144,7.814543188,7.604266258,6.617203199,7.782576606,6.866491256,6.964812232,7.078784385,7.120548937,6.821358418,7.078784385,7.588169367,7.674905265,6.474263319,7.633673774,7.809264024,6.858492427,7.561132706,7.224516775,7.220428259,7.764841635,7.597290868,7.55743529,7.291418785,7.427064076,6.665890605,7.59903698,7.545667012,7.469035179
Hsa.28390,5.938289587,6.278224617,6.67539482,6.774181294,6.004490519,6.401135513,6.627089023,6.495687427,5.710433188,5.764601963,6.830121582,6.260644904,6.426873415,5.4519768,6.476420887,6.032047505,6.894937038,7.038819892,5.800077415,6.346033255,6.118378483,6.552212935,5.226980799,6.019755711,5.795710818,6.512884435,6.038890677,5.315222619,5.908007089,5.778454477,6.144924623,6.539941747,6.739288469,6.554618557,6.594009095,5.931183581,5.331465986,5.14573004,5.133909501,6.295293474,5.860766605,6.902748542,6.426873415,6.45958762,6.184955304,6.732558067,5.966818931,6.298010816,6.920391277,6.375846621,7.078784385,6.019755711,5.769063593,6.038890677,6.424724372,5.974085174,5.384356242,6.550153452,6.236180888,6.168285525,5.279716908,6.196369712
Hsa.1356,6.480940003,6.783391171,6.190535212,5.598861744,5.40030654,5.279716908,6.468851299,7.480159562,6.070915561,4.954579077,4.848344288,5.877289082,4.554588852,6.077201643,5.622184106,7.405738516,5.122699434,6.211662255,6.542742329,5.787241181,5.627748028,6.012709234,5.240252769,6.448029688,4.786039815,6.695194608,6.426873415,6.637272273,6.613208432,5.898695973,5.952698042,4.954579077,4.095897204,5.422699613,6.403465652,5.755008153,6.355834164,6.579999558,6.768538657,5.810069885,7.012213608,6.429410791,6.052676724,5.465152962,6.939871117,5.17624555,6.434838039,6.059639277,5.898695973,6.045511317,6.220136447,6.466500823,7.414460197,6.648349463,5.522808037,6.519354712,6.814910085,7.118827233,6.545136372,6.45049557,6.586585589,6.530057649
Hsa1.1380,7.490827591,6.61510157,6.906642369,7.853623468,5.634757193,6.208767702,8.08867114,5.15642402,7.289705086,6.489273072,5.484642315,7.247710113,7.167002072,5.69570202,7.145241912,5.478293393,7.65368069,6.547581176,6.348271262,4.694412935,7.302345587,5.828032037,6.032047505,6.289557848,8.085349094,7.362223827,9.763245838,8.009989304,7.437746704,8.980073685,8.620154777,7.25494783,8.578391562,6.683571954,7.99992001,8.922592075,7.968048004,7.382610082,8.344436233,8.294176786,8.807309733,9.020672187,7.127277141,10.04899326,9.475300008,8.847645401,7.687655621,9.84007206,9.250568148,8.234382491,9.011293544,9.167622496,8.53661133,6.956096009,6.896847996,7.832178493,8.094350164,8.716947209,7.637274611,7.658790794,7.802165068,7.520791012
Hsa.15776,7.256560253,8.388632574,7.612936253,8.100541113,6.896847996,5.948838193,6.709657507,7.168615511,7.000038176,6.681456067,5.478293393,7.812859434,6.963104901,7.728156421,6.85221838,7.088827554,7.271928338,7.028187697,7.414460197,6.363247396,7.222673391,6.918072635,6.954485271,6.858492427,5.833412458,6.819219043,7.261162257,7.84386332,7.293339629,6.471512648,8.080021469,5.935018629,5.842585552,7.65552149,7.396937556,6.908570822,4.095897204,6.957545822,8.739153972,7.200876462,8.804904374,6.926194592,7.837302381,6.577701698,7.385890226,6.683571954,7.183569754,7.79656824,8.154216248,8.538998044,6.108989767,7.609577925,8.107368118,8.09822315,7.168615511,8.3654363,7.253074303,7.71630504,7.122375477,8.046321361,7.026327102,7.621433929
Hsa.28939,7.561132706,9.400878404,7.761786051,7.075658564,6.386410464,7.512154232,6.085134035,6.448029688,6.799933327,7.642979835,7.2303335,9.046989305,6.554618557,7.143740336,5.331465986,6.008764745,6.579999558,5.666183907,5.912271265,7.742608252,5.957102042,8.61302124,5.133909501,6.283566358,5.122699434,6.111711186,6.373084048,6.088321496,7.056753074,6.491170369,6.705619011,8.362090172,6.801744859,6.325762425,6.683571954,5.593011535,7.190874482,4.925072943,6.687306819,7.143740336,6.487430333,8.096291783,9.475300008,7.249445341,7.564982886,6.508293181,5.769063593,7.768923842,9.163272287,8.967930906,6.588762987,6.890736941,7.246181261,6.920391277,7.151988732,8.16181862,8.171852316,6.088321496,6.501220819,8.897418058,6.366164257,8.413309221
Hsa.2928,7.394490355,6.029160743,7.551542065,5.769063593,6.974198072,7.37300123,6.993075342,6.228924174,7.541837294,5.575746612,8.141775895,5.970141154,6.542742329,5.270788136,6.868342655,6.390715386,7.023875947,6.882570085,7.602241488,6.598266261,7.945139841,6.338651569,5.472398675,6.008764745,7.459756823,7.218696811,7.078784385,7.452277116,7.572669669,7.543522076,7.660780334,8.466520557,7.709543009,6.918072635,7.365230261,6.687306819,7.347344182,7.0950873,5.323125965,6.707604051,6.776537037,5.465152962,5.908007089,7.234270451,5.587306913,7.382610082,6.637272273,5.868521889,5.323125965,5.133909501,7.033435435,6.596211402,7.107152941,3.504066744,5.4519768,5.484642315,5.622184106,7.859085863,6.72201423,5.536905187,6.566248038,5.672302146
Hsa.3093,7.035114805,6.961040732,5.988538101,6.138484862,6.407056646,5.217399596,7.084647251,5.484642315,6.613208432,4.986396254,8.052213929,7.040745753,5.894231024,4.848344288,5.645330708,5.436510062,6.468851299,6.38091765,6.147828587,6.073630225,7.450806835,5.353642013,6.004490519,6.004490519,5.923436758,7.547353551,6.963104901,6.964812232,6.695194608,7.247710113,5.548580807,6.787076843,7.363633166,6.5819076,6.908570822,7.687655621,7.246181261,6.836060539,5.4519768,7.183569754,5.750022926,6.108989767,6.904938535,8.289598749,5.516218535,7.45804008,6.946585608,6.206119495,6.330607551,5.384356242,6.419517144,6.111711186,6.828521438,5.296451486,7.505072637,6.723844775,6.697615556,7.365230261,7.886301346,6.558709544,7.419894954,6.355834164
Hsa.1788,7.35237667,6.870515863,8.394975703,7.859085863,6.495687427,6.032047505,7.249445341,7.173915652,6.950291551,5.945632621,5.92034325,6.862325401,7.302345587,7.291418785,6.950291551,7.480159562,6.728091671,6.770650041,7.000038176,5.10020451,7.031554922,7.097344032,5.122699434,6.073630225,6.71805664,6.438912553,6.552212935,7.342186528,6.629370723,6.936005256,6.927928942,5.288042952,5.734123946,7.173915652,6.070915561,5.980777153,6.922136451,5.730547928,7.038819892,6.827087578,7.561132706,7.134431289,6.45049557,5.764601963,7.010314234,6.153563472,6.568453872,6.785286871,7.15049744,6.71805664,5.988538101,6.623182948,6.679532313,7.563041238,6.648349463,6.793509967,6.797487911,7.060099697,7.023875947,6.419517144,7.185398207,5.559649696
Hsa.1315,10.04250777,10.12113701,7.576518481,8.85334578,8.944298326,7.742608252,8.092271217,8.159747663,8.392644264,7.960428939,5.49875529,9.216101605,9.491849218,9.053696454,8.986787544,8.670120528,6.150716893,6.894937038,8.697880066,7.224516775,9.901126495,8.998064444,5.10020451,7.318493245,9.629040452,7.539514062,8.466520557,9.67635978,9.667253212,9.050223004,7.680088378,7.362223827,8.573669174,9.362195894,7.821519926,8.143758436,9.163272287,9.102038766,9.011293544,8.903231228,10.67584737,8.453475097,9.466316619,6.346033255,9.153570827,8.392644264,9.629040452,9.077360168,7.682179079,9.529459522,7.483794978,7.407042936,9.906949252,9.887494317,7.487465343,8.294176786,8.919813887,10.07217302,9.212556396,9.52516557,9.400878404,7.953225805
Hsa.542,6.781122771,6.699320569,5.10020451,6.328356432,7.497428229,7.861367111,5.91671163,7.766771466,7.082664136,7.118827233,7.141592982,6.550153452,7.547353551,6.849977071,6.860656485,6.756046191,7.478238584,7.55743529,7.202559909,8.370043316,6.505570839,6.04882258,7.805619071,7.302345587,7.161964053,6.577701698,6.535132367,6.896847996,5.691160403,6.994760364,6.764375094,7.340438796,6.924176528,7.333608399,6.959227951,7.823467916,6.466500823,7.703578771,7.847851466,6.929779546,7.257939812,8.264374493,7.795329577,7.682179079,6.957545822,7.744621198,7.612936253,7.300469179,7.232009256,7.827293527,7.298780982,8.065450881,7.637274611,8.175753155,8.154216248,8.777655147,7.514025514,7.227328688,7.371224398,7.145241912,7.374852985,7.782576606
Hsa.42317,6.181740583,5.331465986,8.21678653,5.651107259,6.273570031,6.97612708,5.99337123,7.132890227,6.193520591,6.756046191,6.241037465,5.252665432,5.680387883,6.141309504,6.45049557,6.709657507,6.001130298,5.074027486,6.160089368,6.629370723,5.70529125,5.769063593,6.243456566,6.208767702,6.828521438,5.331465986,5.086778288,5.522808037,5.4519768,5.458341782,5.006283544,6.252293076,6.360927772,5.851563681,5.640272929,6.181740583,6.0226327,6.386410464,6.841859527,6.141309504,5.347597081,6.273570031,5.957102042,6.292182085,5.873269458,6.457582113,6.286893068,5.791116664,5.56389618,6.094348461,6.228924174,6.806003841,5.645330708,6.508293181,5.898695973,6.052676724,7.816226012,5.296451486,5.323125965,5.035056255,5.622184106,5.952698042
Hsa.1557,6.422029489,7.15842564,6.843773174,7.122375477,5.640272929,6.286893068,6.409815196,5.851563681,7.146906128,5.750022926,5.634757193,7.038819892,6.190535212,6.627089023,6.453177687,7.593903107,5.111697726,5.734123946,6.864575578,5.661828657,6.76021236,6.570470276,6.840140352,6.222967806,6.922136451,7.340438796,6.948122271,6.515336131,7.489081392,6.403465652,7.050384082,6.368413522,6.128727772,6.588762987,6.631465765,6.422029489,8.302083892,6.830121582,6.854271199,6.795738045,7.288101017,5.963776145,6.974198072,7.244663063,6.554618557,5.75892381,6.987597767,6.768538657,6.228924174,6.44066291,7.176279335,6.453177687,7.20444651,7.331506439,6.056202416,6.993075342,7.705508651,6.824728852,7.09319348,6.898411223,6.575370893,6.61953134
Hsa.32411,6.71805664,7.151988732,5.938289587,7.118827233,6.707604051,6.579999558,6.972107098,6.841859527,7.840353584,6.273570031,7.439715622,7.20444651,6.111711186,6.554618557,5.755008153,6.100886114,7.306633566,7.945139841,6.993075342,6.725936813,7.614484257,6.76021236,6.38840899,5.984137271,5.81478194,6.728091671,7.010314234,6.596211402,6.846103016,7.630393963,6.260644904,6.991483444,6.814910085,5.617608466,7.215202613,6.762209485,6.886605212,7.127277141,5.931183581,7.09319348,6.476420887,5.948838193,5.873269458,8.118895873,6.478760488,6.188271376,6.692114879,6.273570031,6.190535212,5.700641073,5.755008153,7.371224398,5.536905187,4.986396254,6.038890677,4.472665949,4.889677645,5.721910628,5.111697726,6.66364303,5.478293393,6.025668272
Hsa.21933,6.814910085,6.545136372,7.784463877,5.730547928,6.542742329,6.703620073,4.169498335,5.305611673,5.640272929,6.703620073,7.075658564,6.134615112,5.666183907,6.153563472,6.485564463,6.094348461,5.977309471,5.769063593,5.580665836,6.665890605,6.673100449,7.500794345,6.625046548,6.943136777,6.741627905,6.422029489,6.401135513,5.207691372,6.785286871,6.211662255,6.412235195,6.904938535,6.203106409,6.249322995,5.651107259,5.912271265,6.994760364,6.333634365,7.036898545,6.300988681,5.828032037,6.808343527,7.211502122,6.793509967,7.363633166,6.856305035,7.530860638,7.510149052,7.277425397,6.275556824,5.571001471,6.366164257,5.640272929,7.340438796,7.270464137,7.136285008,6.894937038,6.193520591,6.275556824,7.45804008,5.70529125,6.954485271
Hsa.1090,7.244663063,8.684767281,7.302345587,7.830708402,7.298780982,7.17068913,7.309926633,6.768538657,6.697615556,6.959227951,5.472398675,8.086803965,7.782576606,7.107152941,7.329760177,6.545136372,6.591419795,6.545136372,7.624670483,6.417052156,7.838932457,7.835299637,6.912352402,5.977309471,8.250923382,8.348239131,8.271060089,8.47911397,8.16181862,7.764841635,8.236747971,7.146906128,7.232009256,8.261975841,8.003575942,8.100541113,7.93619623,8.206331436,8.078190414,8.07102113,8.677464481,8.131894291,7.998354761,6.510701647,8.09822315,7.907785216,6.980062165,8.527957446,7.828891962,8.067530644,7.680088378,8.031160912,8.294176786,8.891377536,8.250923382,8.799408017,8.797005654,9.056960172,8.370043316,8.745290472,7.749495341,7.847851466
Hsa.11232,7.295195697,6.827087578,7.409035009,7.735854058,6.912352402,4.736753246,7.467175596,6.008764745,7.156161386,5.571001471,5.36873456,7.108905483,6.904938535,7.662625884,7.00892555,8.7004207,7.896654671,7.153597793,6.914298322,6.088321496,6.577701698,6.658501744,8.009989304,7.241374292,7.023875947,7.183569754,7.495963312,8.19210824,6.989973998,7.436426776,7.071983016,4.472665949,6.652634522,6.44066291,6.884487636,6.604485079,6.916176116,6.778935558,7.050384082,7.25494783,7.768923842,6.228924174,5.10020451,5.122699434,6.412235195,5.778454477,6.184955304,5.966818931,6.547581176,4.169498335,7.163795736,7.145241912,6.39340845,6.908570822,4.786039815,4.94142441,5.691160403,7.238042556,7.120548937,5.56389618,6.876005922,5.974085174
Hsa.3248,6.572650112,7.236301267,6.542742329,6.530057649,5.676539501,5.504564012,6.83820154,6.268625756,7.099149255,6.105776742,7.621433929,7.37300123,5.810069885,5.952698042,5.627748028,6.453177687,6.443264416,6.720009202,6.246230308,5.676539501,6.808343527,6.508293181,5.640272929,5.974085174,6.038890677,6.882570085,6.280603162,6.390715386,6.254827473,7.161964053,6.577701698,7.37300123,6.438912553,5.877289082,6.61510157,7.056753074,5.42911918,6.668173581,5.685790979,7.500794345,5.795710818,6.330607551,5.912271265,7.168615511,6.138484862,6.943136777,5.49875529,5.842585552,6.512884435,6.558709544,5.69570202,6.872203213,5.745206965,5.877289082,7.313171231,5.846849146,5.69570202,6.989973998,6.184955304,6.532472817,7.470296753,6.836060539
Hsa.45449,5.984137271,5.750022926,5.086778288,4.889677645,6.275556824,6.429410791,6.701385841,6.550153452,7.222673391,6.128727772,6.762209485,6.063471629,6.623182948,6.226107601,6.521521924,7.213279856,6.890736941,6.991483444,7.45804008,7.005577467,6.434838039,5.734123946,8.025278903,6.38091765,7.016287106,6.029160743,5.726026938,6.206119495,5.881123831,5.800077415,5.769063593,6.668173581,7.202559909,6.785286871,7.253074303,7.673434465,5.627748028,7.798519881,6.846103016,6.985768502,6.289557848,6.806003841,6.711503788,7.15842564,5.680387883,7.773947421,7.772392269,6.286893068,6.236180888,6.586585589,6.747723058,7.176279335,7.10297639,6.68558528,6.72201423,6.787076843,6.754018952,5.769063593,6.44066291,6.358856764,6.836060539,6.652634522
Hsa.8164,7.099149255,6.455576465,7.211502122,7.00892555,7.439715622,7.700007829,5.894231024,7.582909223,7.030028091,6.801744859,7.061716978,6.711503788,7.104723865,7.427064076,7.433283902,7.06835703,7.945139841,7.713000629,7.41592028,7.79656824,6.705619011,7.657162832,8.006051844,5.970141154,7.639473753,6.105776742,6.228924174,6.886605212,5.65690228,6.870515863,6.836060539,6.892569256,6.732558067,6.625046548,6.604485079,7.280936863,7.048583551,7.492972173,7.811117763,6.819219043,6.588762987,7.597290868,6.843773174,7.244663063,7.000038176,7.666889422,7.657162832,6.568453872,6.974198072,8.05745988,7.545667012,7.780932342,7.574918193,8.035076659,7.304630268,7.418067502,7.900776259,7.035114805,7.419894954,6.621182208,7.023875947,7.539514062
Hsa.306,6.246230308,6.206119495,6.008764745,5.458341782,6.692114879,7.192571223,6.521521924,6.343714417,6.568453872,5.860766605,6.88033597,6.314678986,5.4519768,5.750022926,4.346030395,5.279716908,6.701385841,7.115102399,6.012709234,6.103304731,6.292182085,6.114605475,5.060131084,6.562436937,5.622184106,5.902976051,5.957102042,5.634757193,6.004490519,6.222967806,5.391802083,6.44066291,6.429410791,5.035056255,5.750022926,5.18831924,6.309319383,4.94142441,5.997430822,6.211662255,5.42911918,6.268625756,6.328356432,6.550153452,5.323125965,6.295293474,5.56389618,5.855688354,6.243456566,6.056202416,6.438912553,6.042153594,5.42911918,5.721910628,6.085134035,5.672302146,6.280603162,6.491170369,5.543650538,6.348271262,5.593011535,5.855688354
