ID	CPG_ISLAND_LOCATIONS
cg20415809	2 182029884 182031407
cg20416767	X 102396578 102396958
cg20419410	7 154719388 154721293
cg20420254	11 6367826 6368621
cg20420433	7 156494626 156497364
cg20422318	9 133944211 133945284
cg20424530	12 42438563 42439559
cg20425130	3 184755844 184756069
cg20425293	12 92385192 92385756
cg20426860	19 19109654 19109860
cg20427879	19 50833972 50835017
cg20429911	11 18372342 18373584
cg20430063	12 63958160 63959663
cg20430816	4 77446089 77447601
cg20433014	15 72805201 72806853
cg20434811	3 151903605 151904761
cg20439022	22 36808478 36808906
cg20441175	10 74676439 74677341
cg20442709	1 170767947 170768260
cg20443314	17 38178764 38179527
cg20447773	11 124174387 124176116
cg20449692	3 171618793 171620758
cg20449833	2 46622422 46624645
cg20450764	X 38305247 38306580
cg20451369	10 81827967 81829212
cg20451680	5 54316863 54317280
cg20451718	21 45183504 45184998
cg20451802	7 132588094 132588461
cg20452583	16 8798650 8799537
cg20456055	7 150355920 150357342
cg20458981	13 40783113 40784618
cg20461541	11 75768833 75770426
cg20466045	21 29367150 29368345
cg20470275	5 122208274 122209749
cg20472189	10 134899803 134901503
cg20472433	3 53264383 53265445
cg20476877	12 107479895 107481051
cg20477070	14 67155866 67157119
cg20477318	10 51292961 51294045
cg20478514	1 244953572 244954933
cg20481343	6 136912407 136913978
cg20482071	5 74016009 74017339
cg20483016	14 19843605 19844119
cg20483374	11 118715376 118716957
cg20483763	11 66979612 66979858
cg20484306	15 64465814 64467156
cg20484352	4 38545381 38546241
cg20491707	10 46503207 46503757
cg20492121	1 180626132 180628323
cg20492401	17 70963802 70964400
cg20492869	1 220829516 220830085
cg20492912	11 117735228 117735952
cg20492933	5 154300541 154301199
cg20495040	1 153374482 153375915
cg20496643	17 31082590 31083559
cg20497627	2 55349385 55350199
cg20498685	7 19122442 19124663
cg20500081	7 100020908 100023129
cg20503117	3 5138715 5139882
cg20503329	9 100745603 100747003
cg20504202	X 54483309 54483784
cg20506766	3 180548087 180548817
cg20506783	10 49482557 49483450
cg20507276	1 246166629 246167405
cg20509080	3 56810506 56811441
cg20512303	5 131620858 131621718
cg20513206	19 45547336 45547978
cg20514061	X 106955881 106956984
cg20518716	11 62097017 62099117
cg20519035	8 144883179 144883518
cg20520725	6 26325099 26325690
cg20523861	13 69579588 69580381
cg20524216	3 47528888 47531078
cg20525378	1 170767947 170768260
cg20525549	17 26175159 26176491
cg20530223	4 38722494 38723569
cg20530314	3 149898032 149898802
cg20535781	12 131973620 131975130
cg20536369	19 2377752 2379808
cg20537325	10 131238346 131238929
cg20537629	7 78920677 78921951
cg20537992	11 64607750 64608997
cg20538819	1 212790563 212792229
cg20540428	3 73127804 73129468
cg20540913	X 68752319 68753914
cg20542190	19 59542421 59542761
cg20543416	16 3034973 3037193
cg20543571	15 43036097 43036298
cg20544605	4 187114454 187114657
cg20545295	3 122950596 122951787
cg20546002	5 177948771 177950632
cg20550118	15 76419520 76421296
cg20550520	14 31614904 31617330
cg20551517	17 44401240 44402001
cg20555138	3 154360867 154364095
cg20555481	19 13735898 13737102
cg20557037	2 165405557 165407239
cg20557202	19 17843659 17846374
cg20557567	6 33347209 33348202
cg20559561	12 119456413 119457383
cg20566118	9 116919993 116920621
cg20567721	16 79597334 79599889
cg20570279	11 116163449 116164365
cg20571908	10 91450779 91451693
cg20572838	17 45805153 45805790
cg20573242	4 122963862 122964872
cg20576597	21 44956096 44956362
cg20580177	19 41118890 41119655
cg20582984	20 56847904 56850722
cg20583073	19 3129659 3131083
cg20583316	7 100557153 100557393
cg20584011	5 904340 904671
cg20587168	19 8668775 8669894
cg20587336	8 66708510 66709116
cg20587394	12 52618141 52618612
cg20587543	16 8675391 8676238
cg20587968	10 5396354 5396598
cg20588069	4 4908144 4911629
cg20588892	5 87600214 87600985
cg20590849	17 70777904 70779797
cg20591405	3 135096159 135097925
cg20592700	7 5195857 5197055
cg20595215	3 8517925 8518754
cg20595300	9 6401821 6404371
cg20597908	12 109371403 109373041
cg20598389	6 36961389 36962068
cg20603424	9 134534660 134536715
cg20610545	12 731544 733893
cg20611872	X 52913802 52914071
cg20612559	17 1366088 1367842
cg20612615	6 105956741 105958075
cg20613151	17 52345702 52346921
cg20615832	4 74937959 74938279
cg20615951	1 244795247 244797041
cg20616414	9 94985882 94988045
cg20617956	10 82156989 82158923
cg20622019	20 42713127 42714540
cg20622056	X 70067325 70067904
cg20623943	1 47571819 47573138
cg20624391	6 105690697 105692470
cg20627106	17 77235072 77235447
cg20627916	6 152170010 152172178
cg20629089	14 54101432 54104970
cg20629097	1 240077627 240078559
cg20630207	19 14500498 14502147
cg20630567	2 130815774 130818432
cg20632573	11 20577839 20578244
cg20633621	22 28032186 28033724
cg20633883	17 46066791 46067798
cg20633959	7 129037901 129039776
cg20634573	2 96144986 96147016
cg20636078	3 143779757 143780718
cg20637307	2 213109348 213112340
cg20637800	7 97747894 97749686
cg20638426	19 19704296 19705175
cg20639263	14 20007140 20007977
cg20640433	6 129245749 129246433
cg20641280	X 153359988 153361104
cg20641580	22 40805165 40806160
cg20641660	11 75832947 75833886
cg20642765	12 6731956 6733129
cg20643362	19 34897374 34898441
cg20643416	3 101602050 101603633
cg20644453	21 32905587 32907707
cg20644981	4 152239741 152240869
cg20645065	1 21707968 21709033
cg20645649	9 126663258 126665366
cg20646490	19 50662252 50664780
cg20647888	10 13082953 13084076
cg20648149	14 63388820 63390670
cg20648463	X 100549381 100550325
cg20648827	X 74921219 74922001
cg20649047	14 72994231 72995370
cg20651453	1 27564452 27566024
cg20651681	7 50827590 50829211
cg20652640	16 87046201 87050151
cg20652889	22 37480916 37482821
cg20655010	2 44442005 44443425
cg20656116	11 33713209 33714842
cg20663980	X 72583622 72584434
cg20664247	1 2335193 2335428
cg20668607	1 6683785 6685086
cg20669525	8 145209029 145210400
cg20670302	18 41905637 41906628
cg20672744	8 670882 671669
cg20673075	8 99906507 99907688
cg20673481	2 17922354 17924817
cg20673611	12 27058025 27058919
cg20674577	20 57612715 57614362
cg20676303	X 49103692 49104604
cg20676542	17 52345702 52346921
cg20681975	6 43004672 43005771
cg20684399	9 95377857 95379808
cg20684549	19 772219 774095
cg20684973	10 105117518 105118512
cg20687462	16 56127257 56128728
cg20688340	10 127454134 127454336
cg20691408	11 61415045 61416176
cg20692569	7 72485499 72488072
cg20693880	17 4645846 4646896
cg20695057	1 222099144 222100984
cg20695562	1 77997324 77998340
cg20696985	15 43266736 43268707
cg20697204	2 47235545 47236261
cg20699736	2 70980699 70982541
cg20700904	10 69760719 69762758
cg20701850	12 21545359 21546656
cg20702327	20 472056 472655
cg20707333	20 57947345 57949206
cg20708411	5 122875396 122876666
cg20712430	16 2953580 2955402
cg20713333	4 100702657 100704413
cg20715219	22 37230719 37233753
cg20715764	19 62394167 62395368
cg20716064	10 11692808 11694131
cg20716119	16 67328348 67330000
cg20716209	17 37794547 37794828
cg20716571	10 1091673 1093370
cg20716945	4 144325056 144326689
cg20717059	8 11361176 11362290
cg20718816	14 74147028 74149845
cg20723355	17 6619831 6620556
cg20724073	17 37972123 37973279
cg20727114	19 54884420 54887044
cg20727362	22 41374617 41376927
cg20728496	11 70841005 70842753
cg20728639	11 34334683 34336681
cg20731798	11 36572607 36573172
cg20732367	2 238263869 238266612
cg20736065	17 52688030 52689554
cg20737712	11 123997580 123998508
cg20739510	1 10457049 10457785
cg20740029	12 100127137 100128325
cg20743744	4 1231266 1234155
cg20744464	3 198240117 198241409
cg20744809	16 69880467 69881178
cg20747455	20 43366148 43367134
cg20748065	7 75421205 75421476
cg20751395	11 2550370 2550883
cg20752438	9 35818700 35819622
cg20755353	1 1499252 1501362
cg20757196	16 2144805 2146433
cg20757526	17 77588174 77589816
cg20757758	1 42693418 42695251
cg20757912	5 81081228 81083675
cg20758803	1 113733935 113735766
cg20760063	17 38530194 38531162
cg20761322	15 76210201 76211356
cg20767936	2 190234131 190234801
cg20769102	8 101231790 101232257
cg20769774	16 49332949 49334329
cg20770311	11 6367826 6368621
cg20770803	17 38203632 38204871
cg20771670	1 199704096 199705294
cg20772904	16 45212171 45213046
cg20773127	4 111616551 111616799
cg20774846	8 105547672 105548659
cg20775840	5 151130085 151132662
cg20775959	15 78482994 78484493
cg20776317	9 138412561 138412790
cg20778294	10 103882251 103883875
cg20778669	10 131244704 131245359
cg20780953	19 11311011 11311597
cg20781140	2 175059364 175060567
cg20782689	14 22304797 22305179
cg20784775	12 29827101 29828880
cg20785344	12 131796460 131798417
cg20786074	2 56003700 56004775
cg20787196	12 26876264 26878375
cg20788083	15 89367479 89367848
cg20791841	19 12638175 12638772
cg20792062	12 5022830 5024746
cg20792294	11 2121548 2122565
cg20795401	2 173000134 173001903
cg20795913	17 37972123 37973279
cg20797699	17 59130514 59132651
cg20797766	16 2710061 2711599
cg20798152	5 71050507 71051626
cg20801056	18 72971929 72974522
cg20802051	1 65385494 65387852
cg20802392	1 149047294 149047502
cg20803370	1 159402295 159403660
cg20804555	14 94304190 94306783
cg20807545	16 76025670 76027234
cg20807701	7 107996842 107998468
cg20808145	11 65781144 65782832
cg20811273	4 185806388 185808103
cg20811389	9 98420469 98422209
cg20811607	6 109867223 109867542
cg20812929	14 23528033 23528272
cg20813773	5 93979491 93980761
cg20815063	11 93866112 93867093
cg20816612	X 71850136 71851115
cg20821095	11 69726120 69727797
cg20822579	14 23878120 23878976
cg20822628	20 60474622 60475245
cg20824576	3 109291782 109293577
cg20825323	X 69269667 69270836
cg20830531	4 124062617 124064149
cg20831492	7 93471014 93472027
cg20831708	10 102268974 102269882
cg20832009	X 67784063 67784532
cg20835282	3 49289332 49289979
cg20837735	18 59294878 59295284
cg20839149	1 155053160 155053362
cg20839219	18 31962423 31964376
cg20842040	X 12718922 12720377
cg20843052	2 61146242 61147270
cg20849549	10 89611198 89614163
cg20849987	X 114430406 114430839
cg20850582	4 152155712 152157125
cg20852286	3 95264102 95264978
cg20853593	2 219960176 219961852
cg20854748	1 149437293 149438683
cg20855303	X 16874381 16875363
cg20855565	1 246086350 246088254
cg20856064	3 49002010 49003478
cg20856436	2 55313086 55314004
cg20857455	12 37585034 37587123
cg20857947	7 65176941 65178652
cg20858478	17 44564705 44565832
cg20859470	1 152229674 152230297
cg20861607	15 30109294 30110449
cg20865068	13 98951238 98952518
cg20866788	12 100325008 100326787
cg20867633	1 202449670 202450343
cg20868410	5 139705676 139706721
cg20869203	X 111809844 111810274
cg20869710	11 34893732 34895095
cg20872461	3 188006633 188007519
cg20876010	1 64743689 64744367
cg20877313	12 55167397 55169091
cg20878850	X 66680392 66681347
cg20879768	18 42814915 42816200
cg20879959	6 30018048 30019403
cg20880234	13 19429473 19431886
cg20881054	14 76296726 76298691
cg20881888	3 50357771 50358563
cg20881910	11 131285371 131286756
cg20882852	6 122834003 122834942
cg20884697	6 96131805 96132896
cg20885089	1 109963737 109964310
cg20886062	16 2240913 2242076
cg20887241	1 23395199 23395405
cg20887455	17 44846771 44847122
cg20888386	2 219565851 219567355
cg20888907	8 38362641 38364023
cg20890210	8 73611127 73612795
cg20891301	4 4915141 4915899
cg20893022	19 4720131 4720332
cg20895877	14 93323632 93325572
cg20896197	10 91450779 91451693
cg20897667	19 62042933 62044086
cg20899053	7 156494626 156497364
cg20900524	1 40335005 40335859
cg20902737	17 40331791 40332775
cg20903926	1 55044094 55044620
cg20904141	17 33705758 33706952
cg20908993	14 66895473 66897466
cg20909686	11 65310159 65312334
cg20910436	10 74525731 74527084
cg20913782	1 35097656 35098246
cg20914508	3 116824820 116825288
cg20916483	11 6211889 6213807
cg20916523	3 10157841 10160111
cg20917484	12 6513372 6514989
cg20918903	2 86521234 86523091
cg20919133	7 151762506 151765130
cg20919556	6 154872161 154874207
cg20919799	11 2861494 2864350
cg20922422	X 24575278 24575694
cg20923575	17 53949987 53951320
cg20924286	3 171618793 171620758
cg20925178	10 102017052 102018485
cg20925482	20 42271844 42273488
cg20925811	20 44071899 44072184
cg20925955	6 155453696 155453902
cg20927059	12 49852792 49853937
cg20930618	1 149428687 149429905
cg20931907	X 51166104 51167780
cg20932765	1 114854170 114855875
cg20937139	4 158111741 158112821
cg20938286	3 99723749 99724820
cg20938689	5 85949296 85950522
cg20940661	2 17922354 17924817
cg20947775	4 83937423 83939357
cg20948472	5 140059986 140060858
cg20950011	18 12243955 12245559
cg20951726	8 11179127 11180271
cg20951821	5 73971329 73973769
cg20955831	6 25386763 25387975
cg20956373	1 21981541 21982921
cg20957193	16 73589848 73591820
cg20959523	2 164300616 164301784
cg20959866	1 4613727 4616670
cg20964758	X 129864266 129865022
cg20966551	19 12809992 12810764
cg20966972	8 42027406 42029196
cg20969242	1 154093286 154094220
cg20969846	20 61037918 61041006
cg20970875	19 8313528 8314520
cg20972416	2 219732815 219734141
cg20972543	4 89731885 89733673
cg20973210	19 2233540 2233890
cg20974196	19 810785 813593
cg20975478	1 44229579 44230394
cg20977411	1 153175158 153176780
cg20977864	16 69821770 69822355
cg20979602	5 78943200 78944596
cg20979799	6 117304321 117305306
cg20979896	20 30003022 30003738
cg20981893	16 66021800 66023132
cg20982583	22 36679348 36680593
cg20986134	5 126140013 126142397
cg20991095	6 41970072 41971481
cg20991801	7 39955109 39958102
cg20994801	1 9633959 9635677
cg20999813	16 83290355 83291669
cg20999934	9 33279839 33281149
cg21000021	17 4404857 4405914
cg21003606	7 71514887 71515351
cg21006686	12 116284551 116284854
cg21008709	3 42597932 42599038
cg21010050	3 101462089 101462794
cg21010197	1 37929552 37931335
cg21010262	9 137531057 137533129
cg21011830	19 17830443 17832448
cg21012874	10 88708277 88708496
cg21016177	17 71611215 71611981
cg21017752	10 93382486 93383326
cg21019820	3 49033229 49035101
cg21020082	2 219749370 219750440
cg21020710	19 63431417 63432413
cg21022247	12 50003835 50005015
cg21023001	20 23014996 23015197
cg21024145	16 18708608 18709993
cg21024391	1 92536676 92537563
cg21026663	6 26296448 26297462
cg21028326	22 49024879 49026203
cg21029904	19 23369152 23369900
cg21030400	19 2003435 2003664
cg21030483	X 148520487 148521667
cg21030598	3 197950821 197952064
cg21032203	1 71318752 71319748
cg21032583	3 199170124 199170535
cg21033855	15 41449733 41451038
cg21034676	5 135392351 135393108
cg21035142	7 150767757 150768245
cg21037570	2 86275434 86276481
cg21038229	16 4466164 4467741
cg21038703	17 39603717 39603934
cg21038964	1 153378907 153379969
cg21039631	1 116914342 116915743
cg21039822	17 77461782 77464061
cg21042619	11 85633030 85634720
cg21043754	11 60856560 60857865
cg21046413	X 129126775 129128085
cg21046940	5 10813718 10815043
cg21047206	1 143786718 143787617
cg21048501	7 43874946 43876108
cg21049762	11 67561845 67562083
cg21051086	3 73127804 73129468
cg21051423	8 121526191 121527169
cg21052164	1 152806551 152807339
cg21053015	22 38075299 38076737
cg21053323	21 45061103 45063499
cg21053529	15 32833627 32834868
cg21053748	7 10945920 10946996
cg21057046	1 19842677 19844650
cg21060854	9 131603832 131606043
cg21061811	19 17279918 17282121
cg21065990	20 13567097 13567893
cg21068152	12 119224640 119224840
cg21068339	6 7486366 7488616
cg21069922	17 24205926 24206553
cg21070087	7 43317647 43318185
cg21070730	15 40051028 40052604
cg21072025	19 51829585 51830039
cg21073927	8 11598711 11600557
cg21075829	3 139635332 139637391
cg21076470	1 173258826 173259566
cg21080294	X 106758062 106759016
cg21081852	12 103204698 103205406
cg21081971	13 37342646 37342851
cg21085553	5 49997847 49999714
cg21085625	2 119840362 119841893
cg21086464	11 76861704 76863329
cg21087137	12 74014606 74014870
cg21089667	3 150287784 150288065
cg21091629	11 3785869 3786630
cg21091679	5 95321576 95323990
cg21092687	8 145713413 145714884
cg21096399	11 118692068 118693386
cg21096502	7 56141246 56142028
cg21096591	16 32171653 32173350
cg21096915	10 42291110 42291652
cg21097640	13 27092036 27094375
cg21098323	19 59296606 59298627
cg21099221	1 11041592 11043284
cg21099326	8 27224011 27225184
cg21099488	14 55654101 55656150
cg21101222	5 151118027 151118822
cg21104946	22 44750072 44752197
cg21111868	2 73371644 73374639
cg21112925	16 65525218 65526578
cg21114485	4 186583611 186584758
cg21115977	10 48036256 48036536
cg21116314	19 9407736 9407952
cg21116410	17 30929274 30930217
cg21117584	1 37791924 37792717
cg21119032	2 211049173 211049901
cg21120063	2 233443149 233443358
cg21120786	7 26870108 26871408
cg21122529	19 16513354 16514865
cg21123509	7 44129254 44130419
cg21123573	12 119224352 119224598
cg21126707	12 79634686 79635423
cg21129531	7 127457585 127460194
cg21130374	21 41656108 41656393
cg21132104	15 43481549 43483239
cg21134096	7 150846139 150848922
cg21137706	12 62459521 62460599
cg21137823	1 1970949 1972945
cg21140292	9 2004558 2008227
cg21142158	13 39127570 39128332
cg21142188	X 77052473 77053115
cg21144270	2 242095383 242097414
cg21144587	2 27704741 27705839
cg21145624	19 52613906 52614734
cg21152671	9 122730354 122731638
cg21153758	5 52119061 52120216
cg21154823	8 22002211 22003386
cg21161070	12 48704869 48705785
cg21161651	11 62194537 62197181
cg21163415	20 57308563 57309693
cg21164303	15 77390102 77391097
cg21166555	7 2238484 2239520
cg21167159	11 1973888 1974871
cg21168622	19 57180705 57181728
cg21171130	14 23679712 23681183
cg21171373	3 123617271 123618068
cg21172540	1 32599283 32600722
cg21173623	9 138804922 138805896
cg21176048	3 181236808 181238032
cg21177096	2 20075437 20076271
cg21178548	17 45561572 45562861
cg21179457	14 35072198 35074938
cg21180599	19 2927558 2927843
cg21182322	1 165455684 165458267
cg21182407	6 3063417 3064600
cg21182454	2 112371855 112373995
cg21183872	X 117992368 117994694
cg21184011	16 87163563 87165023
cg21184174	1 115681518 115682942
cg21184495	17 27700991 27701895
cg21185421	9 70584404 70585511
cg21187265	1 25998934 25999778
cg21195120	X 21767344 21768282
cg21195414	6 53320293 53322233
cg21196187	16 66484299 66485270
cg21197871	8 96105896 96106919
cg21197973	3 49002010 49003478
cg21200380	17 5282676 5283541
cg21200703	4 25266077 25266795
cg21201659	10 121641271 121642663
cg21203420	21 39606107 39608381
cg21206959	10 57790661 57791388
cg21208104	4 119492600 119493996
cg21210758	4 5763371 5764499
cg21210789	8 143542355 143543545
cg21211608	12 67290337 67291816
cg21211748	1 23729519 23730740
cg21212066	16 73197636 73198869
cg21212956	7 6583382 6584356
cg21218093	20 44033079 44035226
cg21218636	17 51183319 51183903
cg21219744	4 44374978 44375662
cg21222430	6 36754176 36756609
cg21223368	15 76228397 76229486
cg21224049	4 657182 658823
cg21224759	X 71317730 71319210
cg21226224	8 55532627 55535230
cg21226225	12 103204698 103205406
cg21226861	10 22644784 22645783
cg21228284	16 70684607 70685543
cg21229055	X 13865701 13867179
cg21229859	15 46257139 46258031
cg21230133	17 36807010 36807222
cg21232015	12 131934293 131934917
cg21233722	5 168996749 168997342
cg21235838	10 97310124 97311603
cg21237418	17 24068248 24069280
cg21237591	11 2115427 2119259
cg21238457	11 75594610 75600053
cg21238818	11 65572928 65573369
cg21240812	8 143481312 143481686
cg21241823	21 42171521 42173135
cg21243096	1 38282510 38286276
cg21243909	1 17638014 17639215
cg21244397	10 27482726 27485348
cg21245135	10 99174786 99177007
cg21245372	11 3774682 3776899
cg21245652	2 95054441 95056349
cg21246431	3 143426485 143427706
cg21246783	4 141567328 141568578
cg21248774	1 35429991 35431548
cg21250296	6 26152135 26153013
cg21250577	15 74390369 74391164
cg21252483	19 54091451 54091731
cg21255605	3 14963467 14965507
cg21255626	19 34395254 34396254
cg21255732	3 32122715 32123925
cg21256656	19 56165534 56165764
cg21257635	1 25431025 25431952
cg21259253	11 2906274 2908366
cg21260850	17 74517067 74517856
cg21261477	1 225193600 225195215
cg21262854	7 92698956 92699919
cg21263122	14 37746765 37747690
cg21263196	19 50003793 50004432
cg21264055	6 30631170 30633244
cg21264207	10 64246010 64248900
cg21264329	6 90404750 90405513
cg21265783	7 73340906 73342301
cg21269897	6 27214977 27215839
cg21269934	4 2029497 2032981
cg21270593	7 94131111 94132325
cg21272774	12 52679492 52681028
cg21273029	6 149109202 149111775
cg21273098	6 109867993 109869372
cg21273125	15 87432006 87433498
cg21279601	4 9391873 9394231
cg21279955	1 152014088 152015443
cg21280384	1 84717429 84718095
cg21280510	1 39909589 39910753
cg21281001	8 11762135 11764606
cg21281799	12 66327584 66330588
cg21284636	X 71317730 71319210
cg21284731	18 49291754 49292333
cg21284880	13 39074706 39075933
cg21288099	11 14336114 14337604
cg21289015	11 17522276 17523297
cg21289924	10 120829444 120830795
cg21290885	X 34584311 34586059
cg21291896	3 14418614 14419724
cg21291985	20 61907463 61907752
cg21295467	11 123491228 123491459
cg21295602	17 4645846 4646896
cg21295911	19 6481661 6482655
cg21296230	15 30796667 30799245
cg21296676	6 133603260 133605886
cg21298523	4 88562342 88563334
cg21299958	2 231437299 231439169
cg21300318	19 4720131 4720332
cg21300561	12 47810240 47811892
cg21301440	17 72044760 72046336
cg21303011	3 24510366 24512597
cg21303386	1 239586193 239587613
cg21304187	15 53487286 53488205
cg21305265	8 25370849 25373038
cg21306212	13 78877530 78878884
cg21306218	16 88314145 88316833
cg21307697	3 44991706 44993646
cg21309049	7 43588706 43590088
cg21309147	17 34634143 34636117
cg21312090	8 116749661 116750971
cg21319693	1 45759553 45760584
cg21319745	1 38250429 38251438
cg21321735	2 241406746 241409144
cg21321885	16 15650633 15652110
cg21322149	3 102713989 102715017
cg21325760	15 21442139 21442830
cg21329628	19 8278430 8279475
cg21330703	11 112850124 112851649
cg21331821	19 63236212 63238223
cg21332946	1 144188210 144189050
cg21333964	11 118460611 118461602
cg21335942	16 57106362 57107773
cg21336547	19 15350723 15352316
cg21337430	14 19992412 19993894
cg21339926	14 94855230 94856460
cg21341271	7 39572133 39572951
cg21341807	22 35501557 35502955
cg21348691	16 66613904 66615043
cg21349901	7 4596914 4597240
cg21350283	14 68514370 68517104
cg21351102	18 3237109 3238361
cg21351994	2 72996199 72999919
cg21355508	X 46888254 46890124
cg21359747	15 99236455 99238833
cg21360828	2 26861729 26863121
cg21363943	1 148166098 148166608
cg21364150	2 183651617 183651862
cg21365235	X 128501680 128502582
cg21365602	1 89436679 89437062
cg21367040	1 25536009 25538098
cg21368354	13 110065523 110066817
cg21369679	16 45564183 45565621
cg21369988	12 30798337 30799709
cg21371335	17 37423499 37423699
cg21372397	22 20100821 20102470
cg21374864	9 131625943 131626564
cg21376883	1 234915582 234917127
cg21377793	15 75151406 75151606
cg21378047	3 130516181 130518475
cg21379008	1 152564045 152565260
cg21379309	14 34000579 34001841
cg21379816	1 11041592 11043284
cg21380294	15 82944519 82945827
cg21380842	21 38209676 38211011
cg21383720	9 95252873 95255957
cg21387302	9 3515271 3517124
cg21388029	2 101369552 101370808
cg21389013	2 27485261 27486449
cg21389884	11 119103401 119105899
cg21391660	17 71032370 71034307
cg21395782	19 19484814 19488435
cg21395967	X 105932462 105933253
cg21396405	17 77477854 77480403
cg21399198	7 102502085 102503705
cg21400640	X 12902523 12904636
cg21401794	1 89870704 89872387
cg21404906	2 216681972 216682658
cg21405195	7 94131111 94132325
cg21407839	21 37659849 37662599
cg21409722	17 52517026 52519084
cg21410991	5 50714114 50715273
cg21412748	11 72529310 72532004
cg21413009	15 62125177 62126174
cg21413251	9 70509171 70511062
cg21415698	11 107969615 107969972
cg21416602	10 74597519 74598204
cg21418052	13 30671737 30673171
cg21419475	12 122683911 122684959
cg21421501	11 61490720 61492672
cg21421701	1 210938926 210941332
cg21422208	3 53139059 53139808
cg21422622	22 39095923 39097218
cg21424904	5 176785276 176786852
cg21426387	16 11669120 11670901
cg21429500	4 17186973 17188769
cg21430666	1 226679066 226679850
cg21431091	1 199389815 199390754
cg21432513	12 131945626 131946355
cg21432954	13 37341237 37342355
cg21433933	5 132190929 132191270
cg21434440	6 47552910 47554172
cg21435336	19 17253241 17254860
cg21435394	14 104718192 104719088
cg21438018	1 76034981 76035517
cg21439450	16 56053849 56054644
cg21443261	8 27224011 27225184
cg21443584	14 35859007 35859829
cg21449655	1 15722905 15724492
cg21452443	17 40493425 40494516
cg21452766	1 70649023 70649842
cg21453677	6 26163576 26164945
cg21457804	X 134763422 134763814
cg21458041	16 11271412 11271612
cg21458116	22 36334263 36335402
cg21458907	3 62834482 62837070
cg21459710	19 10374833 10376776
cg21459867	4 971379 971709
cg21459921	20 60310745 60312520
cg21460081	17 44009922 44011032
cg21461100	19 51168270 51169615
cg21463023	3 42597932 42599038
cg21465754	15 38773465 38775986
cg21468416	9 126059687 126060842
cg21472099	X 16647403 16647959
cg21472642	7 29199884 29201712
cg21475255	3 49482108 49483374
cg21475402	1 154878094 154879230
cg21478222	1 203866744 203868345
cg21480743	10 89611198 89614163
cg21481775	8 23595380 23596712
cg21484834	20 61638850 61639187
cg21486659	6 10855666 10856377
cg21487067	12 119608293 119610337
cg21487207	12 52696452 52696897
cg21488617	1 37794865 37795447
cg21489722	X 8961772 8961973
cg21491028	17 35389814 35391116
cg21493666	11 73559258 73560445
cg21494337	2 24869097 24870265
cg21494776	19 10258558 10259935
cg21495715	17 18795170 18795559
cg21500966	11 89507388 89507726
cg21503093	16 10581238 10582344
cg21504918	5 150380065 150380874
cg21508214	3 161599381 161601725
cg21509023	16 162188 163573
cg21509097	16 66835974 66837205
cg21509846	X 102205198 102206059
cg21510697	16 23067246 23068874
cg21511069	9 34038260 34039758
cg21513385	12 49949553 49950951
cg21513553	21 46342002 46344009
cg21515243	18 19287022 19287804
cg21515744	1 226393625 226395382
cg21516287	7 149650764 149651993
cg21516384	17 75848083 75849975
cg21516478	5 150380065 150380874
cg21516819	X 38305247 38306580
cg21517055	19 13877160 13878382
cg21518938	18 18766926 18768043
cg21521452	4 178600075 178600831
cg21522303	17 72092526 72094104
cg21523528	20 31541034 31542466
cg21526212	9 97307781 97311908
cg21529533	6 29903354 29904626
cg21530453	16 54781852 54783965
cg21530890	16 970186 973037
cg21533271	X 153339050 153340379
cg21533958	8 37772209 37772597
cg21537939	2 109728093 109730817
cg21538194	3 139316416 139317425
cg21539243	1 114102853 114103982
cg21540749	5 52440937 52441656
cg21541083	19 7607145 7608358
cg21542094	10 6282614 6284089
cg21542793	2 96144986 96147016
cg21544377	12 61282296 61284092
cg21545849	20 39679576 39681372
cg21546057	11 65411906 65413727
cg21546671	17 44009922 44011032
cg21547708	17 68672320 68674099
cg21547976	19 1156305 1158664
cg21548414	6 46090694 46091817
cg21548788	4 78215070 78216759
cg21549639	19 50085390 50087067
cg21549904	4 174325870 174328132
cg21552947	19 843594 844395
cg21553524	2 39745656 39747607
cg21553596	21 41610281 41611298
cg21554552	3 50352707 50353696
cg21559783	9 138496739 138498745
cg21561142	6 18371924 18373318
cg21561173	21 14273649 14275990
cg21566550	2 202947991 202950824
cg21567332	11 1458149 1458383
cg21570220	12 49705740 49707379
cg21570468	20 35157266 35158202
cg21571665	14 73422867 73423662
cg21571937	17 39989114 39992456
cg21572316	9 106728480 106730774
cg21572997	11 67836218 67837918
cg21573601	10 89611198 89614163
cg21574400	18 45340923 45342671
cg21574752	7 130003428 130004668
cg21575929	5 159276719 159277117
cg21576698	1 46539904 46542337
cg21577049	2 228444287 228444815
cg21578207	1 44642340 44642695
cg21584430	22 23159378 23159731
cg21584983	19 11500465 11501243
cg21586107	2 84985393 84987514
cg21587861	12 32150332 32151646
cg21588305	20 35581886 35583655
cg21589115	19 54557784 54559479
cg21589280	1 85702339 85703878
cg21591452	17 76919186 76919387
cg21591742	2 176688866 176689812
cg21595737	14 54025118 54025688
cg21596317	5 102229329 102229978
cg21597649	7 12216717 12217894
cg21599792	11 86343442 86345087
cg21600563	14 38970162 38972091
cg21601405	20 44180138 44180422
cg21602520	18 59136000 59137100
cg21604042	6 35288946 35290652
cg21604803	19 54884420 54887044
cg21605986	5 175720550 175721956
cg21606237	9 101708482 101709532
cg21607066	6 79843299 79845356
